Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-07-31,Reborn to Love Mr. Right,2025,,1.5,,bu asiri lame tiktok formatindaki filmler korkunc bagimlilik yapmaya basladi. acaba bunu yazan kisi de ne kadar aptalca ve sorunlu bi script yazdiginin farkindalar mi yoksa film produce ediyorum adamim kafasinda mi takiliyor merak etmedim degil,,2025-07-31
